filename,filetype,malicious,polyglot,zero_day,time_to_detect_1,time_to_detect_2
file-787,PE32,False,False,False,39.978,865.978
file-788,PE32,False,False,False,,
file-789,PDF,False,False,False,,
file-790,PE64,False,False,False,,
file-791,PE32,False,False,False,,
file-792,JAR,False,False,False,,
file-793,Office,False,False,False,,
file-794,PE64,False,False,False,,
file-795,PE64,False,False,False,,
file-796,Office,False,False,False,,
file-797,Office,False,False,False,,
file-798,PE64,False,False,False,,
file-799,PE64,False,False,False,,
file-800,JAR,False,False,False,,
file-801,JAR,False,False,False,,
file-802,JAR,False,False,False,,
file-803,PE32,False,False,False,,
file-804,PE64,False,False,False,,
file-805,JAR,False,False,False,,
file-806,JAR,False,False,False,,
file-807,Office,False,False,False,,
file-808,JAR,False,False,False,,
file-809,PDF,False,False,False,,
file-810,PE64,False,False,False,,
file-811,PDF,False,False,False,,
file-812,PDF,False,False,False,,
file-813,PE64,False,False,False,,
file-814,PE32,False,False,False,,
file-815,PE32,False,False,False,,
file-816,Office,False,False,False,,
file-817,PDF,False,False,False,,
file-818,Office,False,False,False,,
file-819,PE64,False,False,False,,
file-820,PE64,False,False,False,,
file-821,PDF,False,False,False,,
file-822,PE64,False,False,False,,
file-823,Office,False,False,False,,
file-824,PE64,False,False,False,,
file-825,Office,False,False,False,,
file-826,PE64,False,False,False,,
file-827,PE64,False,False,False,,
file-828,PE64,False,False,False,,
file-829,PE32,False,False,False,,
file-830,JAR,False,False,False,,
file-831,PE64,False,False,False,,
file-832,PE32,False,False,False,,
file-833,PDF,False,False,False,,
file-834,PDF,False,False,False,,
file-835,JAR,False,False,False,,
file-836,JAR,False,False,False,,
file-837,PDF,False,False,False,,
file-838,PDF,False,False,False,,
file-839,JAR,False,False,False,,
file-840,PDF,False,False,False,,
file-841,JAR,False,False,False,,
file-842,PDF,False,False,False,,
file-843,Office,False,False,False,,
file-844,PE64,False,False,False,,
file-845,PE64,False,False,False,,
file-846,PE64,False,False,False,,
file-847,PDF,False,False,False,,
file-848,Office,False,False,False,,
file-849,PE32,False,False,False,,
file-850,JAR,False,False,False,,
file-851,Office,False,False,False,,
file-852,PE64,False,False,False,,
file-853,JAR,False,False,False,,
file-854,PDF,False,False,False,,
file-855,PDF,False,False,False,,
file-856,PE32,False,False,False,,
file-857,JAR,False,False,False,,
file-858,JAR,False,False,False,,
file-859,Office,False,False,False,,
file-860,PE32,False,False,False,,
file-861,PE32,False,False,False,,
file-862,PE64,False,False,False,,
file-863,JAR,False,False,False,,
file-864,Office,False,False,False,,
file-865,PE32,False,False,False,,
file-866,JAR,False,False,False,,
file-867,Office,False,False,False,,
file-868,JAR,False,False,False,,
file-869,PDF,False,False,False,,
file-870,JAR,False,False,False,,
file-871,Office,False,False,False,,
file-872,Office,False,False,False,,
file-873,PDF,False,False,False,,
file-874,PDF,False,False,False,,
file-875,PE32,False,False,False,,
file-876,PE64,False,False,False,,
file-877,JAR,False,False,False,,
file-878,PE64,False,False,False,,
file-879,PE32,False,False,False,,
file-880,PE32,False,False,False,,
file-881,PDF,False,False,False,,
file-882,PE32,False,False,False,,
file-883,PE32,False,False,False,,
file-884,PE32,False,False,False,,22.376
file-885,Office,False,False,False,,
file-886,PE32,False,False,False,,22.4
file-887,Office,False,False,False,,
file-888,PDF,False,False,False,,
file-889,PE32,False,False,False,,
file-890,JAR,False,False,False,,
file-891,PE32,False,False,False,,
file-892,PE64,False,False,False,,
file-893,Office,False,False,False,,
file-894,JAR,False,False,False,,
file-895,PE32,False,False,False,,
file-896,PDF,False,False,False,,
file-897,JAR,False,False,False,,
file-898,PDF,False,False,False,,
file-899,PDF,False,False,False,,
file-900,PE32,False,False,False,93.504,
file-901,JAR,False,False,False,,
file-902,Office,False,False,False,,
file-903,PDF,False,False,False,,
file-904,PE32,False,False,False,,
file-905,Office,False,False,False,,
file-906,JAR,False,False,False,,
file-907,JAR,False,False,False,,
file-908,PE32,False,False,False,,
file-909,PDF,False,False,False,,
file-910,Office,False,False,False,,
file-911,PE32,False,False,False,,
file-912,JAR,False,False,False,,
file-913,PDF,False,False,False,,
file-914,PDF,False,False,False,,
file-915,JAR,False,False,False,,
file-916,PE64,False,False,False,,
file-917,PE64,False,False,False,,
file-918,PE64,False,False,False,,
file-919,Office,False,False,False,,
file-920,JAR,False,False,False,,
file-921,PE64,False,False,False,,
file-922,Office,False,False,False,,
file-923,Office,False,False,False,,
file-924,Office,False,False,False,,
file-925,PE32,False,False,False,57.427,
file-926,JAR,False,False,False,,
file-927,Office,False,False,False,,
file-928,PE32,False,False,False,,525.366
file-929,PE64,False,False,False,,
file-930,JAR,False,False,False,,
file-931,PE64,False,False,False,,
file-932,PE32,False,False,False,,
file-933,PE32,False,False,False,,
file-934,PE64,False,False,False,,
file-935,PE32,False,False,False,,
file-936,Office,False,False,False,,
file-937,PDF,False,False,False,,
file-938,PDF,False,False,False,,
file-939,PDF,False,False,False,,
file-940,Office,False,False,False,,
file-941,PE32,False,False,False,,
file-942,PDF,False,False,False,,
file-943,PDF,False,False,False,,
file-944,JAR,False,False,False,,
file-945,PE64,False,False,False,,
file-946,PDF,False,False,False,,
file-947,PE64,False,False,False,,
file-948,JAR,False,False,False,,
file-949,Office,False,False,False,,
file-950,JAR,False,False,False,,
file-951,Office,False,False,False,,
file-952,PE32,False,False,False,,22.353
file-953,PE32,False,False,False,,
file-954,JAR,False,False,False,,
file-955,JAR,False,False,False,,
file-956,JAR,False,False,False,,
file-957,PE64,False,False,False,,
file-958,Office,False,False,False,,
file-959,PE64,False,False,False,,
file-960,Office,False,False,False,,
file-961,PE64,False,False,False,,
file-962,JAR,False,False,False,,
file-963,Office,False,False,False,,
file-964,PE32,False,False,False,,
file-965,Office,False,False,False,,
file-966,PE32,False,False,False,,22.693
file-967,PE32,False,False,False,,
file-968,PDF,False,False,False,,
file-969,PE64,False,False,False,,
file-970,PDF,False,False,False,,
file-971,Office,False,False,False,,
file-972,PE32,False,False,False,,
file-973,JAR,False,False,False,,
file-974,PE64,False,False,False,,
file-975,JAR,False,False,False,,
file-976,PE32,False,False,False,,
file-977,PE32,False,False,False,,
file-978,Office,False,False,False,,
file-979,JAR,False,False,False,,
file-980,Office,False,False,False,,
file-981,PE64,False,False,False,,
file-982,JAR,False,False,False,,
file-983,JAR,False,False,False,,
file-984,PDF,False,False,False,,
file-985,PE32,False,False,False,,
file-986,PDF,False,False,False,,
file-987,PE64,False,False,False,,
file-988,PE32,False,False,False,,
file-989,Office,False,False,False,,
file-990,PE32,False,False,False,,
file-991,PE64,False,False,False,,
file-992,PDF,False,False,False,,
file-993,PE32,False,False,False,,
file-994,Office,False,False,False,,
file-995,PE64,False,False,False,,
file-996,Office,False,False,False,,
file-997,PDF,False,False,False,,
file-998,Office,False,False,False,,
file-999,PE32,False,False,False,40.476,22.363
